dgp,seed,epsilon_used,ate_lower,ate_upper,ate_width,true_ate,coverage_ate,cate_lower_z0,cate_upper_z0,cate_lower_z1,cate_upper_z1,coverage_cate_z0,coverage_cate_z1,lp_status
Easy,78,0.05,0.1954505972743184,0.28901998900845194,0.09356939173413353,0.22817587269323591,True,0.20148398436559467,0.2818078884281709,0.18941721018304214,0.296232089588733,True,True,optimal
Easy,79,0.05,0.1588662414956687,0.2769090991574018,0.11804285766173311,0.22817587269323591,True,0.1614134108827917,0.2715327639634193,0.15631907210854568,0.28228543435138426,True,True,optimal
Easy,80,0.05,0.16897888780757037,0.27825415008006693,0.10927526227249656,0.22817587269323591,True,0.1598007196893222,0.2612079175730177,0.17815705592581854,0.29530038258711616,True,True,optimal
Easy,81,0.05,0.17558227694254247,0.26290669727487254,0.08732442033233007,0.22817587269323591,True,0.18250197620447117,0.24613677347759744,0.16866257768061377,0.27967662107214764,True,True,optimal
Easy,82,0.05,0.1829005822879552,0.2796903570188266,0.09678977473087141,0.22817587269323591,True,0.16400609624982543,0.2561283115225024,0.20179506832608496,0.3032524025151508,True,True,optimal
Easy,83,0.05,0.17239232632470763,0.27172348751296127,0.09933116118825364,0.22817587269323591,True,0.18320441079657668,0.263959795538743,0.1615802418528386,0.2794871794871795,True,True,optimal
Easy,84,0.05,0.18709942759573212,0.2692229915906345,0.0821235639949024,0.22817587269323591,True,0.20942708140391608,0.2648863043787431,0.16477177378754815,0.2735596788025259,True,True,optimal
Easy,85,0.05,0.17276199132452913,0.25914906979753005,0.08638707847300092,0.22817587269323591,True,0.168203776899429,0.26693577100462873,0.17732020574962926,0.2513623685904314,True,True,optimal
Easy,86,0.05,0.17540010681167156,0.3022774950943585,0.1268773882826869,0.22817587269323591,True,0.17348238416597883,0.2914615384615385,0.1773178294573643,0.31309345172717845,True,True,optimal
Easy,87,0.05,0.15659569607318663,0.26243304243457327,0.10583734636138664,0.22817587269323591,True,0.14277519329407795,0.25647630471466043,0.1704161988522953,0.2683897801544861,True,True,optimal
Easy,88,0.05,0.18614439150205925,0.28651235141443393,0.10036795991237468,0.22817587269323591,True,0.19455029420005598,0.3007057467953335,0.1777384888040625,0.27231895603353434,True,True,optimal
Easy,89,0.05,0.18942072745952665,0.2855945641855069,0.09617383672598023,0.22817587269323591,True,0.19726727669133182,0.2875350140056023,0.18157417822772148,0.2836541143654115,True,True,optimal
Easy,90,0.05,0.1769398955495583,0.27667859701978154,0.09973870147022323,0.22817587269323591,True,0.17017515581345366,0.28433203680685865,0.18370463528566294,0.2690251572327044,True,True,optimal
Easy,91,0.05,0.18296040054779267,0.2760457892550466,0.09308538870725391,0.22817587269323591,True,0.18479694301188032,0.2858459183373075,0.181123858083705,0.26624566017278567,True,True,optimal
Easy,92,0.05,0.17418470671207126,0.2689195952796918,0.09473488856762052,0.22817587269323591,True,0.17916869227029641,0.2819285025847717,0.1692007211538461,0.2559106879746119,True,True,optimal
Easy,93,0.05,0.17953139235234872,0.24752709879197857,0.06799570643962985,0.22817587269323591,True,0.18263179164982768,0.2242518865469686,0.17643099305486976,0.27080231103698854,False,True,optimal
Easy,94,0.05,0.1744700942392557,0.2974392966388102,0.1229692023995545,0.22817587269323591,True,0.19570011286414468,0.2900109351970713,0.1532400756143667,0.3048676580805491,True,True,optimal
Easy,95,0.05,0.19019996327895033,0.2773887216358095,0.08718875835685919,0.22817587269323591,True,0.1728690981624489,0.2618456610949856,0.20753082839545178,0.29293178217663346,True,True,optimal
Easy,96,0.05,0.15091741312437673,0.25224501904384006,0.10132760591946333,0.22817587269323591,True,0.1427986816704403,0.24254132013896212,0.15903614457831317,0.261948717948718,True,True,optimal
Easy,97,0.05,0.1784739609555887,0.28586908685434065,0.10739512589875194,0.22817587269323591,True,0.18788107835726875,0.2924313267095266,0.16906684355390866,0.27930684699915476,True,True,optimal
Easy,98,0.05,0.18710845101124735,0.2916362002430965,0.10452774923184915,0.22817587269323591,True,0.20106159972386617,0.31057627572248786,0.17315530229862852,0.27269612476370514,True,True,optimal
Easy,99,0.05,0.18829912547350502,0.28484886763321715,0.09654974215971213,0.22817587269323591,True,0.16579485773343727,0.28660878331138323,0.21080339321357278,0.28308895195505107,True,True,optimal
Easy,100,0.05,0.1706871425542597,0.25730874134381077,0.08662159878955106,0.22817587269323591,True,0.15738297458506212,0.26984419957485534,0.1839913105234573,0.24477328311276625,True,True,optimal
Medium,1,0.1,0.07744016794165415,0.3327559161428298,0.25531574820117564,0.2131249618505535,True,0.10069706895103725,0.3502288222658074,0.054183266932271046,0.31528301001985215,True,True,optimal
Medium,2,0.1,0.09814011063517514,0.37176391916760626,0.2736238085324311,0.2131249618505535,True,0.09663009404388723,0.3915519905806166,0.09965012722646305,0.3519758477545959,True,True,optimal
Medium,3,0.1,0.05930915931347813,0.3504263482307117,0.2911171889172336,0.2131249618505535,True,0.06873718472634471,0.33379600036526347,0.04988113390061155,0.36705669609616,True,True,optimal
Medium,4,0.1,0.0712403083323015,0.3600341192979925,0.288793810965691,0.2131249618505535,True,0.050819672131147575,0.3710803843449729,0.09166094453345541,0.3489878542510121,True,True,optimal
Medium,5,0.1,0.08673256218866227,0.34432682739040843,0.25759426520174616,0.2131249618505535,True,0.12120539075440451,0.35832259343709727,0.052259733622920024,0.3303310613437196,True,True,optimal
Medium,6,0.1,0.06193738620909012,0.32974568639391755,0.26780830018482743,0.2131249618505535,True,0.054621898854961826,0.2918535127055306,0.06925287356321841,0.3676378600823045,True,True,optimal
Medium,7,0.1,0.07050640374388167,0.3326846029103244,0.26217819916644275,0.2131249618505535,True,0.03278586125808347,0.3269878029952138,0.10822694622967988,0.33838140282543505,True,True,optimal
Medium,8,0.1,0.09724258930901003,0.34996882928484807,0.25272623997583804,0.2131249618505535,True,0.12449960863245002,0.35517068273092367,0.06998556998557004,0.34476697583877247,True,True,optimal
Medium,9,0.1,0.07755971753455482,0.3550724854972135,0.27751276796265867,0.2131249618505535,True,0.05701593137254901,0.3631452581032413,0.09810350369656062,0.3469997128911857,True,True,optimal
Medium,10,0.1,0.03781855715913762,0.36005023975491146,0.32223168259577384,0.2131249618505535,True,0.05077816974476035,0.3555663587749148,0.024858944573514896,0.3645341207349081,True,True,optimal
Medium,11,0.1,0.054318850278154696,0.3602499403483655,0.3059310900702108,0.2131249618505535,True,0.060781466885779456,0.36519685039370076,0.047856233670529935,0.35530303030303023,True,True,optimal
Medium,12,0.1,0.09286624897023071,0.3371796554409358,0.2443134064707051,0.2131249618505535,True,0.09070100143061521,0.29310094408133625,0.09503149650984621,0.3812583668005354,True,True,optimal
Medium,13,0.1,0.06921044548177469,0.32214171022209553,0.25293126474032085,0.2131249618505535,True,0.04110350246969019,0.3252140077821011,0.09731738849385918,0.31906941266209,True,True,optimal
Medium,14,0.1,0.08085476202226555,0.357801623761232,0.27694686173896643,0.2131249618505535,True,0.05537195480373602,0.36303614457831324,0.10633756924079507,0.3525671029441507,True,True,optimal
Medium,15,0.1,0.10876363389754173,0.3148412593957268,0.2060776254981851,0.2131249618505535,True,0.11730769230769234,0.3558711980367367,0.10021957548739113,0.2738113207547169,True,True,optimal
Medium,16,0.1,0.08450608080106137,0.3789302223449693,0.29442414154390795,0.2131249618505535,True,0.07849566055930579,0.3952846387531369,0.09051650104281694,0.3625758059368017,True,True,optimal
Medium,17,0.1,0.03618589743589745,0.30629543315301827,0.2701095357171208,0.2131249618505535,True,0.04568181818181816,0.3373065015479876,0.026689976689976747,0.27528436475804896,True,True,optimal
Medium,18,0.1,0.07893021549864371,0.34962759183098163,0.2706973763323379,0.2131249618505535,True,0.10843495934959357,0.35307692307692307,0.04942547164769384,0.3461782605850402,True,True,optimal
Medium,19,0.1,0.047828037445862115,0.33216709638432995,0.28433905893846784,0.2131249618505535,True,0.05792562352490915,0.3277337342810278,0.037730451366815076,0.3366004584876321,True,True,optimal
Medium,20,0.1,0.07982182203147564,0.3637128128459834,0.28389099081450775,0.2131249618505535,True,0.08331711345070636,0.36738315696649027,0.07632653061224492,0.3600424687254765,True,True,optimal
Medium,21,0.1,0.07798516517331144,0.35499758814168475,0.2770124229683733,0.2131249618505535,True,0.05882352941176483,0.36667647058823527,0.09714680093485806,0.34331870569513423,True,True,optimal
Medium,22,0.1,0.044226310449472506,0.37636792370030125,0.33214161325082875,0.2131249618505535,True,0.04484760522496378,0.3616541353383458,0.04360501567398123,0.3910817120622567,True,True,optimal
Medium,23,0.1,0.0639091025943112,0.3179974740673636,0.2540883714730524,0.2131249618505535,True,0.08604522890237176,0.3512754123513617,0.04177297628625065,0.2847195357833655,True,True,optimal
Medium,24,0.1,0.08259685631426578,0.38124888973032345,0.29865203341605767,0.2131249618505535,True,0.06976467477525117,0.4035947120608475,0.09542903785328039,0.3589030673997994,True,True,optimal
Medium,25,0.1,0.07670328837279927,0.3540457987660459,0.27734251039324664,0.2131249618505535,True,0.10253902324646613,0.34926773178407167,0.05086755349913241,0.35882386574802017,True,True,optimal
Medium,26,0.1,0.06910399834628517,0.35279747476709805,0.2836934764208129,0.2131249618505535,True,0.057472373851684244,0.3602461123248939,0.08073562284088609,0.3453488372093022,True,True,optimal
Medium,27,0.1,0.07546135820431032,0.37058278005525347,0.29512142185094314,0.2131249618505535,True,0.06106612685560053,0.3402727029676499,0.08985658955302012,0.40089285714285705,True,True,optimal
Medium,28,0.1,0.06849473446170062,0.387832732401982,0.3193379979402814,0.2131249618505535,True,0.0755786805416584,0.39911821230734446,0.061410788381742853,0.3765472524966196,True,True,optimal
Medium,29,0.1,0.09192294320318756,0.33123071200306703,0.23930776879987947,0.2131249618505535,True,0.10604138637965277,0.3450441445943694,0.07780450002672235,0.3174172794117647,True,True,optimal
Medium,30,0.1,0.08200950966437692,0.3458228730240633,0.26381336335968636,0.2131249618505535,True,0.07141995172968618,0.3614814814814814,0.09259906759906766,0.33016426456664516,True,True,optimal
Medium,31,0.1,0.044043856557088756,0.3206957870867645,0.27665193052967574,0.2131249618505535,True,0.05228136882129275,0.315359828141783,0.03580634429288476,0.326031746031746,True,True,optimal
Medium,32,0.1,0.08171897798913252,0.3692691460053961,0.2875501680162636,0.2131249618505535,True,0.08753982605700517,0.38227419456927647,0.07589812992125988,0.35626409744151577,True,True,optimal
Medium,33,0.1,0.0870611711429004,0.33890969343202865,0.25184852228912824,0.2131249618505535,True,0.08218998442750602,0.31633479302652223,0.09193235785829479,0.36148459383753506,True,True,optimal
Medium,34,0.1,0.0891650884845906,0.33968447280843683,0.25051938432384624,0.2131249618505535,True,0.05613278008298761,0.32802010840757134,0.12219739688619358,0.3513488372093023,True,True,optimal
Medium,35,0.1,0.07505985319224096,0.350121298940721,0.27506144574848007,0.2131249618505535,True,0.04599018003273325,0.34409141583054614,0.10412952635174866,0.3561511820508959,True,True,optimal
Medium,36,0.1,0.09902038303335503,0.35745360070932286,0.25843321767596783,0.2131249618505535,True,0.05838042640637042,0.3118805351422649,0.13966033966033964,0.40302666627638084,True,True,optimal
Medium,37,0.1,0.0875368696926917,0.32700480581869895,0.23946793612600725,0.2131249618505535,True,0.06453086300620803,0.30008804300994696,0.11054287637917537,0.35392156862745094,True,True,optimal
Medium,38,0.1,0.10892196193614634,0.3651661607918156,0.25624419885566924,0.2131249618505535,True,0.11935907538744417,0.403296321998612,0.09848484848484851,0.32703599958501917,True,True,optimal
Medium,39,0.1,0.09944247847500515,0.31558583710192106,0.21614335862691592,0.2131249618505535,True,0.05944191897532669,0.3225633528265107,0.1394430379746836,0.3086083213773314,True,True,optimal
Medium,40,0.1,0.0726859293562,0.32667733154234835,0.25399140218614835,0.2131249618505535,True,0.09326309067688376,0.3133319873477354,0.05210876803551623,0.3400226757369613,True,True,optimal
Medium,41,0.1,0.06941856308983368,0.368137253056217,0.2987186899663833,0.2131249618505535,True,0.06742729011409354,0.39138985489866895,0.07140983606557383,0.344884651213765,True,True,optimal
Medium,42,0.1,0.05459102820548606,0.34292027944579045,0.2883292512403044,0.2131249618505535,True,0.05536679536679534,0.33939093015557764,0.053815261044176776,0.34644962873600327,True,True,optimal
Medium,43,0.1,0.07086823140909887,0.33356045851023086,0.262692227101132,0.2131249618505535,True,0.09091703056768563,0.31548117154811717,0.05081943225051211,0.35163974547234456,True,True,optimal
Medium,44,0.1,0.056836461341344846,0.32807068817707113,0.2712342268357263,0.2131249618505535,True,0.04150812867519893,0.33379705400981996,0.07216479400749076,0.3223443223443223,True,True,optimal
Medium,45,0.1,0.09351710280138953,0.3602562871004799,0.2667391842990904,0.2131249618505535,True,0.09087003222341572,0.35986753414219563,0.09616417337936334,0.3606450400587642,True,True,optimal
Medium,46,0.1,0.0638115155325446,0.3616874643812986,0.297875948848754,0.2131249618505535,True,0.0524073447905794,0.3595772357723578,0.07521568627450981,0.36379769299023945,True,True,optimal
Medium,47,0.1,0.05036532462487542,0.3474886774312533,0.29712335280637786,0.2131249618505535,True,0.03076306893734282,0.3638713812626856,0.06996758031240802,0.33110597359982097,True,True,optimal
Medium,48,0.1,0.08540755275991924,0.309342375249717,0.2239348224897978,0.2131249618505535,True,0.11728350700682721,0.3171094890510948,0.05353159851301126,0.30157526144833924,True,True,optimal
Medium,49,0.1,0.06165347086179562,0.3550973381660735,0.29344386730427785,0.2131249618505535,True,0.06521210893996165,0.3706629501757942,0.05809483278362959,0.33953172615635274,True,True,optimal
