alpha_u,beta_u,seed,ate_lower,ate_upper,ate_width,true_ate,naive_ate,naive_bias,coverage,cate_width_z0,cate_width_z1,feasible,lp_status
0.25,0.5,87,0.03768971916237707,0.34531149334283584,0.3076217741804588,0.2131249618505535,0.20947757121555532,-0.0036473906349981655,True,0.32460746581315403,0.2906360825477635,True,optimal
0.25,0.5,88,0.06667982935552269,0.36232194013635394,0.29564211078083125,0.2131249618505535,0.20292351632606898,-0.010201445524484515,True,0.30355428423568453,0.28772993732597796,True,optimal
0.25,0.5,89,0.08824621049656389,0.37270473218757044,0.28445852169100655,0.2131249618505535,0.22774393287939498,0.014618971028841493,True,0.2711788259833531,0.29773821739866,True,optimal
0.25,0.5,90,0.06474411085881954,0.3618992109147255,0.29715510005590595,0.2131249618505535,0.19717713484668686,-0.015947827003866627,True,0.3173669423851252,0.2769432577266867,True,optimal
0.25,1.0,44,0.019681885716504532,0.3284551479570704,0.3087732622405659,0.19048473827298018,0.2119420289855073,0.02145729071252711,True,0.29672017445735377,0.320826350023778,True,optimal
0.25,1.0,45,0.04005987198237099,0.340260837397253,0.300200965414882,0.19048473827298018,0.20647676763874645,0.01599202936576627,True,0.2911804567201536,0.30922147410961043,True,optimal
0.25,0.5,91,0.061144616469680946,0.373996010452088,0.3128513939824071,0.2131249618505535,0.22135765297438859,0.008232691123835095,True,0.30267481567044074,0.3230279722943734,True,optimal
0.25,1.0,42,0.056266517853291675,0.34583622042889656,0.2895697025756049,0.19048473827298018,0.19127007848091215,0.0007853402079319727,True,0.29976579839411766,0.2793736067570921,True,optimal
0.25,1.0,43,0.014481592521416842,0.33407822711405066,0.3195966345926338,0.19048473827298018,0.20399579232914833,0.013511054056168148,True,0.3262413723514155,0.31295189683385216,True,optimal
0.25,1.0,46,0.033366541230712865,0.33620007916965206,0.3028335379389392,0.19048473827298018,0.18203474221046834,-0.008449996062511844,True,0.32453156485068,0.28113551102719836,True,optimal
0.25,1.0,47,0.02519238556009329,0.3422852612218736,0.3170928756617803,0.19048473827298018,0.20231076192435415,0.011826023651373974,True,0.36594079207708774,0.26824495924647285,True,optimal
0.25,1.0,48,0.009853959824520975,0.3417447061462243,0.33189074632170334,0.19048473827298018,0.1959451066472686,0.005460368374288427,True,0.3074887082183061,0.3562927844251006,True,optimal
0.25,1.0,50,0.03896411973080999,0.3516479869514334,0.3126838672206234,0.19048473827298018,0.1933358749285664,0.0028511366555862283,True,0.3193226722964806,0.30604506214476623,True,optimal
0.25,1.0,49,0.03698644683127972,0.32569941733581464,0.2887129705045349,0.19048473827298018,0.2078752167034087,0.017390478430428513,True,0.2649126218032366,0.31251331920583325,True,optimal
0.25,1.0,54,0.05003372930020711,0.31507999997734504,0.26504627067713793,0.19048473827298018,0.18729243501709958,-0.003192303255880602,True,0.2477074801178173,0.28238506123645857,True,optimal
0.25,1.0,53,0.06713351949156232,0.3652625508676549,0.2981290313760926,0.19048473827298018,0.19304234388800345,0.002557605615023273,True,0.2989271645399708,0.29733089821221437,True,optimal
0.25,1.0,51,0.03306470807003442,0.33973342311399407,0.30666871504395965,0.19048473827298018,0.22458427275276682,0.03409953447978664,True,0.31659114199788185,0.29674628809003745,True,optimal
0.25,1.0,55,0.03358093384064803,0.3734000074832925,0.33981907364264446,0.19048473827298018,0.19123404583249504,0.0007493075595148557,True,0.3152358825333781,0.36440226475191084,True,optimal
0.25,1.0,52,0.03385011540433697,0.34953421434763104,0.3156840989432941,0.19048473827298018,0.21858512439779343,0.028100386124813248,True,0.29763847639037766,0.3337297214962105,True,optimal
0.25,1.0,56,0.002863267469638553,0.3484491270479701,0.34558585957833154,0.19048473827298018,0.2057335118707625,0.015248773597782317,True,0.35034606767343324,0.34082565148322985,True,optimal
0.25,1.0,58,0.031408142334492184,0.34440606216189373,0.31299791982740155,0.19048473827298018,0.1938963549498478,0.0034116166768676237,True,0.32157973242404525,0.30441610723075785,True,optimal
0.25,1.0,57,0.026801091398243715,0.33542848142717685,0.30862739002893314,0.19048473827298018,0.2009580453352774,0.01047330706229721,True,0.3061009422120292,0.31115383784583706,True,optimal
0.25,1.0,60,0.05573166718329553,0.34167085317071105,0.2859391859874155,0.19048473827298018,0.1997161919237549,0.009231453650774712,True,0.28882888328212286,0.2830494886927082,True,optimal
0.25,1.0,59,0.03824835625701378,0.3443630716063051,0.3061147153492913,0.19048473827298018,0.20512579899100358,0.014641060718023402,True,0.27412325133209625,0.33810617936648635,True,optimal
0.25,1.0,62,0.027781713293322075,0.35275581407381884,0.32497410078049677,0.19048473827298018,0.21003891185693768,0.0195541735839575,True,0.3214046650868304,0.3285435364741631,True,optimal
0.25,1.0,64,0.022682449287973305,0.3327494508444803,0.310067001556507,0.19048473827298018,0.20135792632152172,0.010873188048541538,True,0.28270240331002583,0.3374315998029882,True,optimal
0.25,1.0,61,0.03532372504759962,0.35140574845684364,0.316082023409244,0.19048473827298018,0.18320803114337914,-0.0072767071296010455,True,0.3164671845341819,0.31569686228430616,True,optimal
0.25,1.0,65,0.05419480733542592,0.3538858194560153,0.2996910121205894,0.19048473827298018,0.20698488476599564,0.016500146493015455,True,0.308897031572095,0.2904849926690838,True,optimal
0.25,1.0,63,0.0489059201195311,0.339269892700414,0.2903639725808829,0.19048473827298018,0.1948561888837964,0.00437145061081623,True,0.30079771492983887,0.279930230231927,True,optimal
0.25,1.0,67,0.018878583547730532,0.3321789546821239,0.31330037113439335,0.19048473827298018,0.21400069940817945,0.02351596113519927,True,0.3085500903488815,0.3180506519199052,True,optimal
0.25,1.0,68,0.03804078245186848,0.36051312122784707,0.3224723387759786,0.19048473827298018,0.20903741988232383,0.018552681609343646,True,0.35788250885902884,0.28706216869292833,True,optimal
0.25,1.0,69,0.029171745318736397,0.3358942129399872,0.3067224676212508,0.19048473827298018,0.19323763955342899,0.002752901280448805,True,0.33093140061615045,0.2825135346263512,True,optimal
0.25,1.0,66,0.03932297509766208,0.33825598874678625,0.29893301364912417,0.19048473827298018,0.19114161646098704,0.0006568781880068597,True,0.32802100373944076,0.2698450235588076,True,optimal
0.25,1.0,70,0.027666393117939336,0.34403262802502094,0.3163662349070816,0.19048473827298018,0.19616245521756903,0.005677716944588851,True,0.32180599000285093,0.3109264798113123,True,optimal
0.25,1.0,72,0.029947027566959994,0.3472372380790116,0.3172902105120516,0.19048473827298018,0.20365806288854083,0.013173324615560644,True,0.31207094725906304,0.32250947376504013,True,optimal
0.25,1.0,74,0.04159315615679443,0.3424678097128867,0.3008746535560923,0.19048473827298018,0.2064945402718168,0.016009801998836615,True,0.29562198535480366,0.3061273217573809,True,optimal
0.25,1.0,71,0.038352053934641306,0.34118927311210356,0.30283721917746226,0.19048473827298018,0.20403833933344107,0.013553601060460885,True,0.2933897504474856,0.3122846879074389,True,optimal
0.25,1.0,75,0.015518340791987717,0.3466346807242277,0.33111633993224,0.19048473827298018,0.19899221157652147,0.00850747330354129,True,0.31598150488466437,0.3462511749798156,True,optimal
0.25,1.0,73,0.021014502411082603,0.3263230746700559,0.3053085722589733,0.19048473827298018,0.19097482837528612,0.0004900901023059401,True,0.3060622946535244,0.30455484986442216,True,optimal
0.25,1.0,76,0.03364978013610448,0.34472361688710274,0.31107383675099826,0.19048473827298018,0.19292981238421136,0.0024450741112311825,True,0.30444617020557607,0.31770150329642044,True,optimal
0.25,1.0,78,0.05341842029976129,0.3294784958107356,0.27606007551097433,0.19048473827298018,0.20197003049256734,0.011485292219587162,True,0.27959542116958935,0.2725247298523593,True,optimal
0.25,1.0,77,0.03582505608271669,0.34552380254207515,0.30969874645935846,0.19048473827298018,0.19716869591790664,0.006683957644926464,True,0.3215619948256423,0.29783549809307464,True,optimal
0.25,1.0,79,0.01615564419737503,0.35196406447719425,0.3358084202798192,0.19048473827298018,0.18843162061277152,-0.0020531176602086587,True,0.33763698753819893,0.3339798530214395,True,optimal
0.25,1.0,80,0.03527668885984275,0.3464539386826043,0.31117724982276157,0.19048473827298018,0.20056151101525577,0.010076772742275586,True,0.2994501143933401,0.322904385252183,True,optimal
0.25,1.0,82,0.04122783786616768,0.35548490256906196,0.3142570647028943,0.19048473827298018,0.1893296326663485,-0.001155105606631679,True,0.3227533441733489,0.30576078523243966,True,optimal
0.25,1.0,84,0.050451751581713,0.34250579457019925,0.29205404298848625,0.19048473827298018,0.1999466603449297,0.009461922071949513,True,0.29361814663725627,0.29048993933971623,True,optimal
0.25,1.0,81,0.047262301460039624,0.3310783943183087,0.2838160928582691,0.19048473827298018,0.19456203833846708,0.0040773000654869,True,0.261129467845613,0.3065027178709252,True,optimal
0.25,1.0,85,0.03898119643061759,0.32348550146227323,0.28450430503165564,0.19048473827298018,0.2007740440773753,0.010289305804395132,True,0.27468597844294707,0.2943226316203642,True,optimal
0.25,1.0,83,0.035199709951857894,0.33731062883932783,0.30211091888746994,0.19048473827298018,0.19510810512904408,0.004623366856063904,True,0.30424592252174587,0.299975915253194,True,optimal
0.25,1.0,88,0.05685990680024405,0.34447034704089147,0.2876104402406474,0.19048473827298018,0.19033412512882386,-0.00015061314415631966,True,0.29024370599764504,0.2849771744836498,True,optimal
0.25,1.0,87,0.028530919769021057,0.3228884478011758,0.29435752803215476,0.19048473827298018,0.19063222051863649,0.0001474822456563052,True,0.29257166437175885,0.29614339169255066,True,optimal
0.25,1.0,86,0.041013935329460904,0.35546594101465434,0.31445200568519344,0.19048473827298018,0.20593433943043593,0.01544960115745575,True,0.28921407817113665,0.3396899331992502,True,optimal
0.25,1.0,89,0.05651707756973373,0.32740415569212755,0.2708870781223938,0.19048473827298018,0.2186553394356353,0.02817060116265513,True,0.2369005956637411,0.30487356058104653,True,optimal
0.25,1.0,90,0.04156025425998522,0.33471490132439613,0.2931546470644109,0.19048473827298018,0.1841384070507286,-0.006346331222251589,True,0.30989319090423184,0.27641610322459,True,optimal
0.25,1.5,42,0.023610654490319127,0.32989337824259196,0.30628272375227283,0.16894492191649446,0.1756151485361983,0.006670226619703845,True,0.3232153459529299,0.2893501015516158,True,optimal
0.25,1.5,44,-0.009212442244970476,0.3105760035964582,0.3197884458414287,0.16894492191649446,0.1910114416475973,0.02206651973110285,True,0.3285275254282837,0.3110493662545737,True,optimal
0.25,1.5,45,0.014759941686235956,0.3234506317029103,0.3086906900166743,0.16894492191649446,0.1885368929206621,0.019591971004167652,True,0.29894734057143124,0.3184340394619174,True,optimal
