study,pattern,beta,epsilon_frac,epsilon_scaled,standardized,outcome_std,outcome_mean,outcome_std_original,outcome_mean_original,n_obs,n_treated,n_control,ate_lower,ate_upper,width,width_ratio,coverage,true_ate,true_ate_original,naive_ate,naive_bias,n_valid_sites,n_treated_sites,n_control_sites,theta_1_min,theta_1_max,theta_1_range,theta_0_min,theta_0_max,theta_0_range,point_estimate
anchoring1,age,0.5,0.3,0.29799788019724777,True,0.9933262673241592,1.6197782730093468e-17,1535.6369460134586,2652.4699848024316,2632,1340,1292,1.322491327644642,0.8909425399847312,-0.4315487876599108,-0.43444817866583246,False,1.013042713088488,1555.6658181083942,0.9636376476206366,-0.049405065467851395,34,34,34,0.17289983631151742,1.112069767998196,0.9391699316866785,-0.8064173200409417,-0.12204694327871819,0.6843703767622235,1.0461183251452377
anchoring1,age,0.5,0.4,0.3973305069296637,True,0.9933262673241592,1.6197782730093468e-17,1535.6369460134586,2652.4699848024316,2632,1340,1292,1.12382607417981,1.089607793449563,-0.03421828073024713,-0.034448178665832496,False,1.013042713088488,1555.6658181083942,0.9636376476206366,-0.049405065467851395,34,34,34,0.17289983631151742,1.112069767998196,0.9391699316866785,-0.8064173200409417,-0.12204694327871819,0.6843703767622235,1.0461183251452377
anchoring1,age,0.5,0.5,0.4966631336620796,True,0.9933262673241592,1.6197782730093468e-17,1535.6369460134586,2652.4699848024316,2632,1340,1292,0.9251608207149784,1.2882730469143948,0.3631122261994164,0.36555182133416736,True,1.013042713088488,1555.6658181083942,0.9636376476206366,-0.049405065467851395,34,34,34,0.17289983631151742,1.112069767998196,0.9391699316866785,-0.8064173200409417,-0.12204694327871819,0.6843703767622235,1.0461183251452377
anchoring1,age,1.0,0.05,0.0496689644867145,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,1.8369832748145383,0.5242901513266927,-1.3126931234878456,-1.32144200815679,False,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,age,1.0,0.1,0.099337928973429,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,1.7376453458411094,0.6236280803001217,-1.1140172655409877,-1.12144200815679,False,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,age,1.0,0.15,0.14900689346014348,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,1.6383074168676803,0.7229660092735506,-0.9153414075941297,-0.9214420081567899,False,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,age,1.0,0.2,0.198675857946858,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,1.5389694878942515,0.8223039382469797,-0.7166655496472718,-0.7214420081567899,False,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,age,1.0,0.3,0.29801378692028696,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,1.3402936299473933,1.0209797961938376,-0.3193138337535557,-0.32144200815678986,False,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,age,1.0,0.4,0.397351715893716,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,1.1416177720005354,1.2196556541406958,0.07803788214016039,0.0785579918432103,False,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,age,1.0,0.5,0.49668964486714495,True,0.9933792897342899,-2.2765221462347725e-17,1538.8861482910445,2616.9834150018846,2653,1314,1339,0.9429419140536774,1.4183315120875535,0.47538959803387604,0.47855799184320996,True,1.010903775978479,1555.6658181083942,0.9470766858296036,-0.06382709014887533,34,34,34,0.28330148156884255,1.2056435982341864,0.9223421166653438,-0.7306776055537809,-0.14165074078442116,0.5890268647693597,1.0847619045641617
anchoring1,gender,0.25,0.05,0.04967145049232986,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.9735308882138867,0.45133724120488505,-1.5221936470090016,-1.5322621263537037,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.25,0.1,0.09934290098465973,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.874187987229227,0.5506801421895449,-1.3235078450396822,-1.3322621263537038,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.25,0.15,0.14901435147698958,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.7748450862445673,0.6500230431742045,-1.1248220430703628,-1.1322621263537038,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.25,0.2,0.19868580196931945,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.6755021852599077,0.7493659441588643,-0.9261362411010434,-0.932262126353704,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.25,0.3,0.29802870295397915,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.476816383290588,0.9480517461281837,-0.5287646371624044,-0.5322621263537038,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.25,0.4,0.3973716039386389,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.2781305813212687,1.1467375480975033,-0.1313930332237654,-0.13226212635370369,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.25,0.5,0.4967145049232986,True,0.9934290098465972,-3.920877423292734e-17,1541.1250464951481,2703.571268237935,2673,1401,1272,1.0794447793519493,1.3454233500668225,0.2659785707148732,0.267737873646296,False,1.0094351666312316,1555.6658181083942,0.9653016900079082,-0.04413347662332334,36,36,36,0.16564439539775316,1.0909867136710805,0.9253423182733274,-0.9818870755274659,-0.18634994482247216,0.7955371307049938,1.0599184267672106
anchoring1,gender,0.5,0.05,0.049675712320335,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.9128949072975618,0.4426325086398803,-1.4702623986576815,-1.4798604086204743,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,0.5,0.1,0.09935142464067,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.8135434826568917,0.5419839332805503,-1.2715595493763414,-1.2798604086204741,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,0.5,0.15,0.14902713696100497,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.7141920580162218,0.6413353579212202,-1.0728567000950016,-1.0798604086204742,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,0.5,0.2,0.19870284928134,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.6148406333755518,0.7406867825618904,-0.8741538508136615,-0.8798604086204742,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,0.5,0.3,0.29805427392200995,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.4161377840942118,0.9393896318432302,-0.47674815225098155,-0.47986040862047424,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,0.5,0.4,0.39740569856268,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.217434934812872,1.1380924811245703,-0.07934245368830162,-0.07986040862047426,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,0.5,0.5,0.49675712320334997,True,0.9935142464066999,4.0997896034902385e-18,1539.8146455474823,2698.932422451994,2708,1415,1293,1.0187320855315318,1.3367953304059101,0.3180632448743783,0.3201395913795257,False,1.0102942082066482,1555.6658181083942,0.9792284879621723,-0.031065720244475847,35,35,35,0.15692849554249622,1.0346520787187579,0.8777235831762616,-0.9775942532194739,-0.18635258845671407,0.7912416647627598,1.0619052122815222
anchoring1,gender,1.0,0.05,0.04967498959126446,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,1.8935911638082001,0.34845967780768405,-1.545131486000516,-1.5552408754527787,False,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,gender,1.0,0.1,0.09934997918252891,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,1.7942411846256712,0.44780965699021297,-1.3464315276354581,-1.3552408754527787,False,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,gender,1.0,0.15,0.14902496877379337,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,1.6948912054431424,0.5471596361727419,-1.1477315692704004,-1.1552408754527788,False,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,gender,1.0,0.2,0.19869995836505783,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,1.5955412262606135,0.6465096153552707,-0.9490316109053427,-0.9552408754527788,False,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,gender,1.0,0.3,0.29804993754758674,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,1.3968412678955557,0.8452095737203287,-0.5516316941752271,-0.5552408754527788,False,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,gender,1.0,0.4,0.39739991673011565,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,1.1981413095304978,1.0439095320853864,-0.1542317774451114,-0.15524087545277884,False,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,gender,1.0,0.5,0.49674989591264457,True,0.9934997918252891,3.484341690903526e-17,1544.5270831800133,2727.7781273131013,2702,1445,1257,0.99944135116544,1.2426094904504443,0.24316813928500436,0.2447591245472213,True,1.0072117446496616,1555.6658181083942,0.9881944595565766,-0.01901728509308498,34,34,34,0.11071542161118005,0.944299727941368,0.8335843063301879,-1.048641415049361,-0.13839427701397508,0.9102471380353859,1.0650556455146059
anchoring1,demo_basic,0.25,0.05,0.049671573812825796,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.951802669599905,0.686638333773589,-1.265164335826316,-1.2735295448798882,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.25,0.1,0.09934314762565159,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.8524595219742535,0.7859814813992406,-1.0664780405750127,-1.073529544879888,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.25,0.15,0.14901472143847738,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.7531163743486018,0.8853246290248922,-0.8677917453237096,-0.8735295448798881,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.25,0.2,0.19868629525130319,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.6537732267229501,0.9846677766505438,-0.6691054500724063,-0.6735295448798879,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.25,0.3,0.29802944287695476,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.455086931471647,1.183354071901847,-0.2717328595698001,-0.27352954487988806,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.25,0.4,0.39737259050260637,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.2564006362203437,1.38204036715315,0.12563973093280634,0.12647045512011204,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.25,0.5,0.4967157381282579,True,0.9934314762565158,-2.856519973605489e-17,1532.496009706416,2649.465594614809,2674,1358,1316,1.0577143409690408,1.5807266624044534,0.5230123214354125,0.5264704551201119,False,1.0151190008034128,1555.6658181083942,0.9863009849751101,-0.02881801582830268,36,36,36,0.3191581497820295,1.0429462971350794,0.7237881473530499,-1.0081995200904772,-0.26813703636590797,0.7400624837245693,1.0749790478262709
anchoring1,demo_basic,0.5,0.05,0.04967157381282583,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,1.8755148458511564,0.6912660819155607,-1.1842487639355956,-1.192078962907561,False,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,0.5,0.1,0.09934314762565166,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,1.7761716982255047,0.7906092295412124,-0.9855624686842923,-0.992078962907561,False,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,0.5,0.15,0.1490147214384775,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,1.676828550599853,0.889952377166864,-0.786876173432989,-0.792078962907561,False,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,0.5,0.2,0.19868629525130332,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,1.5774854029742014,0.9892955247925157,-0.5881898781816857,-0.592078962907561,False,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,0.5,0.3,0.298029442876955,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,1.378799107722898,1.187981820043819,-0.19081728767907902,-0.192078962907561,False,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,0.5,0.4,0.39737259050260665,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,1.1801128124715947,1.3866681152951223,0.20655530282352763,0.207921037092439,False,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,0.5,0.5,0.4967157381282583,True,0.9934314762565166,-2.3915050941813395e-17,1535.2125338588598,2628.3799551234106,2674,1353,1321,0.9814265172202914,1.5853544105464257,0.6039278933261343,0.607921037092439,True,1.0133227704949253,1555.6658181083942,0.984636797836129,-0.028685972658796244,36,36,36,0.33074858451686395,1.0968710357743392,0.7661224512574752,-0.8779869577024687,-0.2611743497730451,0.6168126079294236,1.0761730696546254
anchoring1,demo_basic,1.0,0.05,0.04966958950849145,True,0.9933917901698289,2.0049174259596507e-17,1539.02919208308,2622.6753197893154,2658,1334,1324,1.8679390736922978,0.691131157671387,-1.1768079160209108,-1.1846362408730249,False,1.0108098183653011,1555.6658181083942,1.0036068324737406,-0.007202985891560543,34,34,34,0.31737349730230896,1.1423644335261354,0.8249909362238264,-0.8249138191831453,-0.2744184813520951,0.5504953378310502,1.1360155123093427
anchoring1,demo_basic,1.0,0.1,0.0993391790169829,True,0.9933917901698289,2.0049174259596507e-17,1539.02919208308,2622.6753197893154,2658,1334,1324,1.768599894675315,0.79047033668837,-0.978129557986945,-0.9846362408730248,False,1.0108098183653011,1555.6658181083942,1.0036068324737406,-0.007202985891560543,34,34,34,0.31737349730230896,1.1423644335261354,0.8249909362238264,-0.8249138191831453,-0.2744184813520951,0.5504953378310502,1.1360155123093427
anchoring1,demo_basic,1.0,0.15,0.14900876852547434,True,0.9933917901698289,2.0049174259596507e-17,1539.02919208308,2622.6753197893154,2658,1334,1324,1.6692607156583321,0.8898095157053528,-0.7794511999529793,-0.7846362408730249,False,1.0108098183653011,1555.6658181083942,1.0036068324737406,-0.007202985891560543,34,34,34,0.31737349730230896,1.1423644335261354,0.8249909362238264,-0.8249138191831453,-0.2744184813520951,0.5504953378310502,1.1360155123093427
anchoring1,demo_basic,1.0,0.2,0.1986783580339658,True,0.9933917901698289,2.0049174259596507e-17,1539.02919208308,2622.6753197893154,2658,1334,1324,1.569921536641349,0.9891486947223358,-0.5807728419190132,-0.5846362408730246,False,1.0108098183653011,1555.6658181083942,1.0036068324737406,-0.007202985891560543,34,34,34,0.31737349730230896,1.1423644335261354,0.8249909362238264,-0.8249138191831453,-0.2744184813520951,0.5504953378310502,1.1360155123093427
anchoring1,demo_basic,1.0,0.3,0.2980175370509487,True,0.9933917901698289,2.0049174259596507e-17,1539.02919208308,2622.6753197893154,2658,1334,1324,1.3712431786073833,1.1878270527563015,-0.1834161258510818,-0.18463624087302477,False,1.0108098183653011,1555.6658181083942,1.0036068324737406,-0.007202985891560543,34,34,34,0.31737349730230896,1.1423644335261354,0.8249909362238264,-0.8249138191831453,-0.2744184813520951,0.5504953378310502,1.1360155123093427
