alpha_z,epsilon,seed,ate_lower,ate_upper,ate_width,true_ate,coverage,cate_width_z0,cate_width_z1,feasible,lp_status,instrument_strength
0.25,0.1,56,0.028133979845164525,0.36071068946198553,0.332576709616821,0.2131249618505535,True,0.3472607957038435,0.3178926235297985,True,optimal,0.06689047251309432
0.25,0.1,55,0.05059632605157549,0.38243089058780916,0.33183456453623367,0.2131249618505535,True,0.3169547057469255,0.3467144233255418,True,optimal,0.05195412804108457
0.25,0.1,61,0.057616855182060556,0.36605555602813217,0.3084387008460716,0.2131249618505535,True,0.3071178406418581,0.3097595610502851,True,optimal,0.05846817712191055
0.25,0.1,57,0.058526184855830776,0.34167012423299237,0.2831439393771616,0.2131249618505535,True,0.2840120665748599,0.2822758121794633,True,optimal,0.04758356710670897
0.25,0.1,59,0.06504013951605803,0.35557895432960807,0.29053881481355004,0.2131249618505535,True,0.2716200541494028,0.30945757547769726,True,optimal,0.04733928165381207
0.25,0.1,60,0.06946537602480274,0.3494124842741711,0.27994710824936836,0.2131249618505535,True,0.30749663395291027,0.25239758254582645,True,optimal,0.06367409018785442
0.25,0.1,62,0.05932792082598831,0.3761598980000835,0.31683197717409517,0.2131249618505535,True,0.31267534397477137,0.32098861037341897,True,optimal,0.05637872800503285
0.25,0.1,63,0.07809274624337514,0.3604165137255965,0.2823237674822214,0.2131249618505535,True,0.2974860411350302,0.26716149382941257,True,optimal,0.050498780254395914
0.25,0.1,66,0.06985177604627313,0.34767952017952014,0.277827744133247,0.2131249618505535,True,0.30503544951651684,0.2506200387499772,True,optimal,0.06701757809195252
0.25,0.1,68,0.05625462356268596,0.3770981620888488,0.3208435385261628,0.2131249618505535,True,0.34022987509144254,0.3014572019608831,True,optimal,0.0602213667187681
0.25,0.1,69,0.060014552081312234,0.35336862772886307,0.29335407564755084,0.2131249618505535,True,0.31014971551436754,0.27655843578073414,True,optimal,0.07036197348767981
0.25,0.1,64,0.0529687986880249,0.34909229363820693,0.29612349495018203,0.2131249618505535,True,0.273354970278182,0.31889201962218205,True,optimal,0.06936606292697822
0.25,0.1,67,0.023865082439991525,0.34869737002663365,0.3248322875866421,0.2131249618505535,True,0.31123641053556284,0.3384281646377214,True,optimal,0.04551746250230704
0.25,0.1,65,0.07916596765779571,0.3806622772119611,0.3014963095541654,0.2131249618505535,True,0.30743947898116886,0.29555314012716194,True,optimal,0.057889447236180835
0.25,0.1,71,0.07716088883537114,0.35460900114758587,0.2774481123122147,0.2131249618505535,True,0.261644146974647,0.29325207764978245,True,optimal,0.06785461040785934
0.25,0.1,70,0.05443428602701883,0.3656832216994134,0.3112489356723946,0.2131249618505535,True,0.30936444291056087,0.3131334284342283,True,optimal,0.07358663701099577
0.25,0.1,72,0.05188853929270004,0.3690237392743656,0.31713519998166556,0.2131249618505535,True,0.31329856941697143,0.3209718305463597,True,optimal,0.0556425414044841
0.25,0.1,73,0.05606840319294554,0.3674888342885001,0.31142043109555456,0.2131249618505535,True,0.3117767202329593,0.3110641419581498,True,optimal,0.05607506731197842
0.25,0.1,74,0.0710052503297891,0.37215902813060053,0.30115377780081143,0.2131249618505535,True,0.3122404042915068,0.29006715131011607,True,optimal,0.054840011495643326
0.25,0.1,78,0.07669829753347018,0.3583646456611621,0.2816663481276919,0.2131249618505535,True,0.28430709869831783,0.279025597557066,True,optimal,0.05518951799082794
0.25,0.1,79,0.0407077067291422,0.3578680290643621,0.3171603223352199,0.2131249618505535,True,0.30665985805053875,0.32766078661990106,True,optimal,0.05990538503375986
0.25,0.1,80,0.05571018589637339,0.36612173630502093,0.31041155040864754,0.2131249618505535,True,0.31144413852345576,0.3093789622938393,True,optimal,0.04747984385497783
0.25,0.1,76,0.06643842704077557,0.3510386956655416,0.284600268624766,0.2131249618505535,True,0.2681008881647977,0.3010996490847343,True,optimal,0.05284401943396744
0.25,0.1,77,0.07073087927884497,0.36468800773040644,0.29395712845156147,0.2131249618505535,True,0.3038078824061905,0.28410637449693243,True,optimal,0.07211539615426155
0.25,0.1,75,0.043001703611964315,0.3727635646467176,0.3297618610347533,0.2131249618505535,True,0.3251175359152091,0.3344061861542975,True,optimal,0.042324211161609115
0.25,0.1,81,0.06672841465697754,0.3459271823250744,0.27919876766809687,0.2131249618505535,True,0.24958635259962691,0.3088111827365668,True,optimal,0.08190672214870154
0.25,0.1,82,0.0719109585187504,0.36493416564985226,0.29302320713110186,0.2131249618505535,True,0.29086386226966754,0.2951825519925362,True,optimal,0.05157117704997982
0.25,0.1,83,0.05862468496373818,0.3607375329936305,0.3021128480298923,0.2131249618505535,True,0.29068031670172834,0.31354537935805626,True,optimal,0.0783992989291653
0.25,0.1,85,0.0652403147535296,0.3380364206351933,0.2727961058816637,0.2131249618505535,True,0.27243720681076844,0.27315500495255896,True,optimal,0.05537985234636822
0.25,0.1,84,0.07829603016122078,0.3566628508727929,0.27836682071157215,0.2131249618505535,True,0.26757186123872,0.2891617801844243,True,optimal,0.049509114911619356
0.25,0.1,89,0.08824621049656389,0.37270473218757044,0.28445852169100655,0.2131249618505535,True,0.2711788259833531,0.29773821739866,True,optimal,0.05364799450069413
0.25,0.1,90,0.06474411085881954,0.3618992109147255,0.29715510005590595,0.2131249618505535,True,0.3173669423851252,0.2769432577266867,True,optimal,0.06309857746443659
0.25,0.1,91,0.061144616469680946,0.373996010452088,0.3128513939824071,0.2131249618505535,True,0.30267481567044074,0.3230279722943734,True,optimal,0.06681811043391539
0.25,0.15,42,-0.0251186364685978,0.4663695363264184,0.4914881727950162,0.2131249618505535,True,0.5042338911335664,0.478742454456466,True,optimal,0.05316977513568011
0.25,0.1,86,0.06043457694826193,0.38071744058249757,0.32028286363423564,0.2131249618505535,True,0.29832463019109456,0.3422410970773767,True,optimal,0.06781253440035229
0.25,0.1,88,0.06667982935552269,0.36232194013635394,0.29564211078083125,0.2131249618505535,True,0.30355428423568453,0.28772993732597796,True,optimal,0.04912398513204341
0.25,0.1,87,0.03768971916237707,0.34531149334283584,0.3076217741804588,0.2131249618505535,True,0.32460746581315403,0.2906360825477635,True,optimal,0.0565747091723825
0.25,0.15,43,-0.06955138539145628,0.46317646077930247,0.5327278461707587,0.2131249618505535,True,0.5258303523465606,0.5396253399949569,True,optimal,0.033757784508646194
0.25,0.15,46,-0.033419977271152645,0.44843233261735793,0.4818523098885106,0.2131249618505535,True,0.49370991899786243,0.4699947007791587,True,optimal,0.06907241105158579
0.25,0.15,44,-0.048862846598960064,0.4427532293159945,0.49161607591495454,0.2131249618505535,True,0.4879271018430731,0.495305049986836,True,optimal,0.07931018715192228
0.25,0.15,47,-0.04385146766322395,0.4720344823140204,0.5158859499772444,0.2131249618505535,True,0.5622860962854539,0.4694858036690348,True,optimal,0.0649202697492115
0.25,0.15,48,-0.06180079649445286,0.4637495507520827,0.5255503472465355,0.2131249618505535,True,0.5181493403125508,0.5329513541805203,True,optimal,0.05274232436559889
0.25,0.15,51,-0.048450563151510306,0.4692006178628294,0.5176511810143397,0.2131249618505535,True,0.5212787557696446,0.5140236062590349,True,optimal,0.059588383059856365
0.25,0.15,45,-0.04595758691664187,0.452353927263763,0.49831151418040487,0.2131249618505535,True,0.4777362212023222,0.5188868071584876,True,optimal,0.04446457785549518
0.25,0.15,49,-0.044626758998937976,0.45143104685570157,0.49605780585463954,0.2131249618505535,True,0.4906641441033166,0.5014514676059625,True,optimal,0.0603195929056084
0.25,0.15,50,-0.03839079017014557,0.4574426943623185,0.49583348453246406,0.2131249618505535,True,0.49833350911799323,0.4933334599469349,True,optimal,0.057297343489129515
0.25,0.15,52,-0.0317825537352841,0.47381402106571646,0.5055965748010005,0.2131249618505535,True,0.5052436532682258,0.5059494963337753,True,optimal,0.0657656480315103
0.25,0.15,54,-0.023054274280427223,0.43919977955920586,0.4622540538396331,0.2131249618505535,True,0.44768438474369454,0.4768237229355716,True,optimal,0.05635354302261608
0.25,0.15,53,-0.01423334686629446,0.48146472017562264,0.4956980670419171,0.2131249618505535,True,0.5083559616347822,0.48304017244905195,True,optimal,0.06065315651622716
0.25,0.15,55,-0.0494036739484246,0.48243089058780925,0.5318345645362339,0.2131249618505535,True,0.5169547057469257,0.546714423325542,True,optimal,0.05195412804108457
0.25,0.15,56,-0.07186602015483556,0.4607106894619856,0.5325767096168212,0.2131249618505535,True,0.5472607957038437,0.5178926235297987,True,optimal,0.06689047251309432
0.25,0.15,60,-0.03053462397519735,0.4494124842741712,0.47994710824936854,0.2131249618505535,True,0.5074966339529104,0.4523975825458266,True,optimal,0.06367409018785442
0.25,0.15,61,-0.04238314481793953,0.46605555602813226,0.5084387008460718,0.2131249618505535,True,0.5071178406418583,0.5097595610502853,True,optimal,0.05846817712191055
0.25,0.15,57,-0.04147381514416931,0.44167012423299246,0.48314393937716177,0.2131249618505535,True,0.48401206657486007,0.48227581217946347,True,optimal,0.04758356710670897
0.25,0.15,59,-0.03495986048394206,0.45557895432960815,0.4905388148135502,0.2131249618505535,True,0.471620054149403,0.5094575754776974,True,optimal,0.04733928165381207
0.25,0.15,62,-0.04067207917401178,0.47615989800008357,0.5168319771740953,0.2131249618505535,True,0.5126753439747715,0.5209886103734191,True,optimal,0.05637872800503285
0.25,0.15,58,-0.06459239963838387,0.4753504559705445,0.5399428556089283,0.2131249618505535,True,0.536664403346931,0.5432213078709257,True,optimal,0.055497102072581295
0.25,0.15,63,-0.021907253756624945,0.4604165137255966,0.48232376748222155,0.2131249618505535,True,0.49748604113503037,0.46716149382941274,True,optimal,0.050498780254395914
0.25,0.15,66,-0.03014822395372696,0.44767952017952023,0.4778277441332472,0.2131249618505535,True,0.505035449516517,0.45062003874997736,True,optimal,0.06701757809195252
0.25,0.15,67,-0.07613491756000856,0.44869737002663374,0.5248322875866422,0.2131249618505535,True,0.511236410535563,0.5384281646377216,True,optimal,0.04551746250230704
0.25,0.15,64,-0.04703120131197519,0.449092293638207,0.4961234949501822,0.2131249618505535,True,0.4733549702781822,0.5188920196221822,True,optimal,0.06936606292697822
0.25,0.15,68,-0.04374537643731413,0.47709816208884887,0.5208435385261629,0.2131249618505535,True,0.5402298750914427,0.5014572019608833,True,optimal,0.0602213667187681
0.25,0.15,69,-0.039985447918687855,0.45336862772886316,0.493354075647551,0.2131249618505535,True,0.5101497155143677,0.4765584357807343,True,optimal,0.07036197348767981
0.25,0.15,65,-0.02083403234220438,0.4806622772119612,0.5014963095541656,0.2131249618505535,True,0.507439478981169,0.4955531401271621,True,optimal,0.057889447236180835
0.25,0.15,71,-0.022839111164628945,0.45460900114758596,0.4774481123122149,0.2131249618505535,True,0.4616441469746472,0.4932520776497826,True,optimal,0.06785461040785934
0.25,0.15,72,-0.04811146070730005,0.4690237392743657,0.5171351999816658,0.2131249618505535,True,0.5132985694169716,0.5209718305463599,True,optimal,0.0556425414044841
0.25,0.15,70,-0.04556571397298126,0.4656832216994135,0.5112489356723948,0.2131249618505535,True,0.509364442910561,0.5131334284342285,True,optimal,0.07358663701099577
0.25,0.15,73,-0.04393159680705455,0.4674888342885002,0.5114204310955548,0.2131249618505535,True,0.5117767202329595,0.51106414195815,True,optimal,0.05607506731197842
0.25,0.15,75,-0.056998296388035774,0.4727635646467177,0.5297618610347534,0.2131249618505535,True,0.5251175359152093,0.5344061861542977,True,optimal,0.042324211161609115
0.25,0.15,76,-0.03356157295922452,0.45103869566554167,0.4846002686247662,0.2131249618505535,True,0.4681008881647979,0.5010996490847345,True,optimal,0.05284401943396744
0.25,0.15,74,-0.028994749670210984,0.4721590281306006,0.5011537778008116,0.2131249618505535,True,0.512240404291507,0.49006715131011624,True,optimal,0.054840011495643326
0.25,0.15,79,-0.05929229327085789,0.4578680290643622,0.5171603223352201,0.2131249618505535,True,0.5066598580505389,0.5276607866199012,True,optimal,0.05990538503375986
0.25,0.15,78,-0.023301702466529906,0.4583646456611622,0.4816663481276921,0.2131249618505535,True,0.484307098698318,0.4790255975570662,True,optimal,0.05518951799082794
0.25,0.15,77,-0.029269120721155117,0.4646880077304065,0.49395712845156164,0.2131249618505535,True,0.5038078824061907,0.4841063744969326,True,optimal,0.07211539615426155
0.25,0.15,81,-0.03327158534302255,0.4459271823250745,0.47919876766809705,0.2131249618505535,True,0.4495863525996271,0.508811182736567,True,optimal,0.08190672214870154
0.25,0.15,82,-0.028089041481249688,0.46493416564985235,0.49302320713110204,0.2131249618505535,True,0.4908638622696677,0.49518255199253636,True,optimal,0.05157117704997982
0.25,0.15,80,-0.0442898141036267,0.466121736305021,0.5104115504086477,0.2131249618505535,True,0.5114441385234559,0.5093789622938395,True,optimal,0.04747984385497783
0.25,0.15,83,-0.041375315036261906,0.46073753299363057,0.5021128480298924,0.2131249618505535,True,0.4906803167017285,0.5135453793580564,True,optimal,0.0783992989291653
0.25,0.15,85,-0.034759685246470495,0.4380364206351934,0.4727961058816639,0.2131249618505535,True,0.4724372068107686,0.47315500495255913,True,optimal,0.05537985234636822
0.25,0.15,86,-0.03956542305173816,0.48071744058249766,0.5202828636342358,0.2131249618505535,True,0.49832463019109474,0.5422410970773769,True,optimal,0.06781253440035229
0.25,0.15,84,-0.021703969838779313,0.456662850872793,0.4783668207115723,0.2131249618505535,True,0.4675718612387202,0.48916178018442447,True,optimal,0.049509114911619356
0.25,0.15,89,-0.011753789503436196,0.47270473218757053,0.4844585216910067,0.2131249618505535,True,0.47117882598335326,0.4977382173986602,True,optimal,0.05364799450069413
0.25,0.15,91,-0.03885538353031914,0.4739960104520881,0.5128513939824073,0.2131249618505535,True,0.5026748156704409,0.5230279722943736,True,optimal,0.06681811043391539
0.25,0.15,87,-0.06231028083762302,0.44531149334283593,0.507621774180459,0.2131249618505535,True,0.5246074658131542,0.4906360825477637,True,optimal,0.0565747091723825
0.25,0.2,42,-0.1251186364685979,0.5663695363264183,0.6914881727950162,0.2131249618505535,True,0.7042338911335664,0.678742454456466,True,optimal,0.05316977513568011
0.25,0.15,88,-0.0333201706444774,0.462321940136354,0.4956421107808314,0.2131249618505535,True,0.5035542842356847,0.48772993732597814,True,optimal,0.04912398513204341
0.25,0.15,90,-0.03525588914118055,0.4618992109147256,0.49715510005590613,0.2131249618505535,True,0.5173669423851254,0.4769432577266869,True,optimal,0.06309857746443659
0.25,0.2,43,-0.1695513853914563,0.5631764607793024,0.7327278461707587,0.2131249618505535,True,0.7258303523465606,0.7396253399949568,True,optimal,0.033757784508646194
0.25,0.2,45,-0.14595758691664185,0.552353927263763,0.6983115141804048,0.2131249618505535,True,0.6777362212023221,0.7188868071584875,True,optimal,0.04446457785549518
0.25,0.2,46,-0.13341997727115262,0.5484323326173579,0.6818523098885105,0.2131249618505535,True,0.6937099189978624,0.6699947007791587,True,optimal,0.06907241105158579
0.25,0.2,48,-0.16180079649445278,0.5637495507520827,0.7255503472465354,0.2131249618505535,True,0.7181493403125507,0.7329513541805202,True,optimal,0.05274232436559889
0.25,0.2,44,-0.14886284659895999,0.5427532293159946,0.6916160759149546,0.2131249618505535,True,0.687927101843073,0.6953050499868361,True,optimal,0.07931018715192228
0.25,0.2,51,-0.14845056315151017,0.5692006178628294,0.7176511810143396,0.2131249618505535,True,0.7212787557696445,0.7140236062590346,True,optimal,0.059588383059856365
0.25,0.2,47,-0.14385146766322388,0.5720344823140204,0.7158859499772443,0.2131249618505535,True,0.7622860962854539,0.6694858036690348,True,optimal,0.0649202697492115
0.25,0.2,49,-0.14462675899893795,0.5514310468557015,0.6960578058546395,0.2131249618505535,True,0.6906641441033166,0.7014514676059624,True,optimal,0.0603195929056084
0.25,0.2,50,-0.13839079017014555,0.5574426943623184,0.695833484532464,0.2131249618505535,True,0.6983335091179932,0.6933334599469347,True,optimal,0.057297343489129515
0.25,0.2,52,-0.13178255373528414,0.5738140210657164,0.7055965748010006,0.2131249618505535,True,0.7052436532682258,0.7059494963337754,True,optimal,0.0657656480315103
0.25,0.2,54,-0.12305427428042714,0.5391997795592058,0.662254053839633,0.2131249618505535,True,0.6476843847436946,0.6768237229355714,True,optimal,0.05635354302261608
0.25,0.2,53,-0.11423334686629438,0.5814647201756227,0.6956980670419171,0.2131249618505535,True,0.7083559616347823,0.6830401724490518,True,optimal,0.06065315651622716
0.25,0.2,56,-0.17186602015483554,0.5607106894619855,0.7325767096168211,0.2131249618505535,True,0.7472607957038437,0.7178926235297984,True,optimal,0.06689047251309432
0.25,0.2,55,-0.14940367394842458,0.5824308905878092,0.7318345645362337,0.2131249618505535,True,0.7169547057469257,0.7467144233255418,True,optimal,0.05195412804108457
0.25,0.2,61,-0.14238314481793946,0.5660555560281323,0.7084387008460717,0.2131249618505535,True,0.7071178406418581,0.7097595610502854,True,optimal,0.05846817712191055
0.25,0.2,58,-0.1645923996383838,0.5753504559705446,0.7399428556089284,0.2131249618505535,True,0.736664403346931,0.7432213078709258,True,optimal,0.055497102072581295
0.25,0.2,60,-0.13053462397519733,0.5494124842741712,0.6799471082493685,0.2131249618505535,True,0.7074966339529103,0.6523975825458268,True,optimal,0.06367409018785442
0.25,0.2,57,-0.14147381514416923,0.5416701242329923,0.6831439393771616,0.2131249618505535,True,0.6840120665748599,0.6822758121794632,True,optimal,0.04758356710670897
0.25,0.2,62,-0.1406720791740117,0.5761598980000836,0.7168319771740953,0.2131249618505535,True,0.7126753439747715,0.7209886103734191,True,optimal,0.05637872800503285
