study,pattern,beta,epsilon_frac,epsilon_scaled,outcome_std,outcome_mean,n_obs,n_treated,n_control,ate_lower,ate_upper,width,width_ratio,coverage,true_ate,naive_ate,naive_bias,n_valid_sites,n_treated_sites,n_control_sites,theta_1_min,theta_1_max,theta_1_range,theta_0_min,theta_0_max,theta_0_range,point_estimate
anchoring1,gender,0.5,0.2,307.9629291094965,1539.8146455474823,2698.932422451994,2708,1415,1293,2563.55141450828,1134.3205950610984,-1429.2308194471814,-0.9281836768989927,False,1555.6658181083942,1568.5626999417902,12.896881833396037,35,35,35,3107.3947368421054,4131.25,1023.8552631578946,951.7727272727273,2589.0,1637.2272727272727,1729.321191619835
anchoring1,gender,1.0,0.05,77.22635415900066,1544.5270831800133,2727.7781273131013,2702,1445,1257,2971.6688331839746,541.2839583180015,-2430.384874865973,-1.573546298626292,False,1555.6658181083942,1601.8392198154006,46.173401707006406,34,34,34,3074.8,4086.8260869565215,1012.0260869565213,960.7045454545455,2687.96875,1727.2642045454545,1724.9403204885084
anchoring1,gender,1.0,0.1,154.45270831800133,1544.5270831800133,2727.7781273131013,2702,1445,1257,2817.216124865973,695.7366666360028,-2121.47945822997,-1.3735462986262919,False,1555.6658181083942,1601.8392198154006,46.173401707006406,34,34,34,3074.8,4086.8260869565215,1012.0260869565213,960.7045454545455,2687.96875,1727.2642045454545,1724.9403204885084
anchoring1,gender,1.0,0.15,231.679062477002,1544.5270831800133,2727.7781273131013,2702,1445,1257,2662.763416547972,850.1893749540042,-1812.574041593968,-1.1735462986262923,False,1555.6658181083942,1601.8392198154006,46.173401707006406,34,34,34,3074.8,4086.8260869565215,1012.0260869565213,960.7045454545455,2687.96875,1727.2642045454545,1724.9403204885084
anchoring1,gender,1.0,0.2,308.90541663600266,1544.5270831800133,2727.7781273131013,2702,1445,1257,2508.3107082299707,1004.6420832720055,-1503.6686249579652,-0.9735462986262922,False,1555.6658181083942,1601.8392198154006,46.173401707006406,34,34,34,3074.8,4086.8260869565215,1012.0260869565213,960.7045454545455,2687.96875,1727.2642045454545,1724.9403204885084
anchoring1,demo_basic,0.25,0.05,76.6248004853208,1532.496009706416,2649.465594614809,2674,1358,1316,2951.4581284979577,371.0412676373081,-2580.4168608606496,-1.6838000520177447,False,1555.6658181083942,1560.0576058346128,4.391787726218581,36,36,36,2575.7916666666665,4059.0555555555557,1483.2638888888891,954.3478260869565,2358.0,1403.6521739130435,1713.3140534162433
anchoring1,demo_basic,0.25,0.1,153.2496009706416,1532.496009706416,2649.465594614809,2674,1358,1316,2798.2085275273157,524.2908686079497,-2273.9176589193657,-1.4838000520177443,False,1555.6658181083942,1560.0576058346128,4.391787726218581,36,36,36,2575.7916666666665,4059.0555555555557,1483.2638888888891,954.3478260869565,2358.0,1403.6521739130435,1713.3140534162433
anchoring1,demo_basic,0.25,0.15,229.8744014559624,1532.496009706416,2649.465594614809,2674,1358,1316,2644.958926556674,677.5404695785913,-1967.4184569780828,-1.2838000520177444,False,1555.6658181083942,1560.0576058346128,4.391787726218581,36,36,36,2575.7916666666665,4059.0555555555557,1483.2638888888891,954.3478260869565,2358.0,1403.6521739130435,1713.3140534162433
anchoring1,demo_basic,0.25,0.2,306.4992019412832,1532.496009706416,2649.465594614809,2674,1358,1316,2491.7093255860327,830.790070549233,-1660.9192550367998,-1.0838000520177447,False,1555.6658181083942,1560.0576058346128,4.391787726218581,36,36,36,2575.7916666666665,4059.0555555555557,1483.2638888888891,954.3478260869565,2358.0,1403.6521739130435,1713.3140534162433
anchoring1,demo_basic,0.5,0.05,76.76062669294299,1535.2125338588598,2628.3799551234106,2674,1353,1321,3012.829236810192,240.1576170222495,-2772.6716197879423,-1.8060506663651619,False,1555.6658181083942,1575.7281612118304,20.062343103436206,36,36,36,2444.6363636363635,4123.058823529412,1678.4224598930482,956.7083333333334,2358.0,1401.2916666666665,1713.5532927879196
