method,ate,se,ci_lower,ci_upper,n_treated,n_control,ground_truth_ate,bias,abs_bias,relative_bias,covers_truth,study,pattern,beta,seed,dataset_path,ground_truth_se,n_obs,propensity_mean,propensity_std,propensity_min,propensity_max,n_used,r_squared,n_matched,match_rate,caliper_used,error
naive,0.03353758141801144,0.03626397432797606,-0.03753980826482163,0.10461497110084451,1583.0,1520.0,0.0284647210722925,0.0050728603457189415,0.0050728603457189415,0.17821570542831888,True,flag,gender,1.0,42,confounded_datasets/flag/gender_beta1.0_seed42.csv,0.0255526400898314,3103,,,,,,,,,,
ipw,0.07925803377910778,0.04047486520143085,-7.2702015696674e-05,0.15858876957391224,,,0.0284647210722925,0.05079331270681528,0.05079331270681528,1.784430368307996,True,flag,gender,1.0,42,confounded_datasets/flag/gender_beta1.0_seed42.csv,0.0255526400898314,3103,0.510154234448503,0.22851957961338387,0.18840589400555202,0.6753178878385657,3103.0,,,,,
outcome_regression,0.07056406389661686,0.028039952889746315,0.015605756232714083,0.12552237156051965,,,0.0284647210722925,0.04209934282432436,0.04209934282432436,1.4790007152152904,True,flag,gender,1.0,42,confounded_datasets/flag/gender_beta1.0_seed42.csv,0.0255526400898314,3103,,,,,3103.0,0.41666216086577856,,,,
aipw,0.07111479662501567,0.03173711669732286,0.008910047898262864,0.1333195453517685,,,0.0284647210722925,0.04265007555272317,0.04265007555272317,1.498348620539924,True,flag,gender,1.0,42,confounded_datasets/flag/gender_beta1.0_seed42.csv,0.0255526400898314,3103,0.510154234448503,0.22851957961338387,,,3103.0,,,,,
psm,0.02829751369574396,0.03480105443255477,-0.03991255299206338,0.0965075803835513,1583.0,1520.0,0.0284647210722925,-0.00016720737654854143,0.00016720737654854143,-0.005874196909356008,True,flag,gender,1.0,42,confounded_datasets/flag/gender_beta1.0_seed42.csv,0.0255526400898314,3103,,,,,,,1582.0,0.9993682880606444,0.04570391592267678,
naive,0.003902384623662769,0.03585520366276984,-0.06637381455536612,0.07417858380269166,1677.0,1468.0,0.0284647210722925,-0.02456233644862973,0.02456233644862973,-0.8629045191150199,True,flag,gender,1.5,42,confounded_datasets/flag/gender_beta1.5_seed42.csv,0.0255526400898314,3145,,,,,,,,,,
ipw,0.058210230817114184,0.05179482239078511,-0.04330762106882463,0.159728082703053,,,0.0284647210722925,0.029745509744821683,0.029745509744821683,1.044995651609455,True,flag,gender,1.5,42,confounded_datasets/flag/gender_beta1.5_seed42.csv,0.0255526400898314,3145,0.5332106133653325,0.30343273519119707,0.09478068826820739,0.7711833322186689,3145.0,,,,,
outcome_regression,0.05170778549882215,0.03954436778457904,-0.025799175358952757,0.12921474635659705,,,0.0284647210722925,0.02324306442652965,0.02324306442652965,0.8165569009968061,True,flag,gender,1.5,42,confounded_datasets/flag/gender_beta1.5_seed42.csv,0.0255526400898314,3145,,,,,3145.0,0.409407617395696,,,,
aipw,0.04938181304981822,0.03663298515002537,-0.022418837844231494,0.12118246394386795,,,0.0284647210722925,0.020917091977525722,0.020917091977525722,0.7348426820836258,True,flag,gender,1.5,42,confounded_datasets/flag/gender_beta1.5_seed42.csv,0.0255526400898314,3145,0.5332106133653325,0.30343273519119707,,,3145.0,,,,,
psm,0.13091260370496638,0.032482178833461973,0.06724753319138091,0.19457767421855185,1677.0,1468.0,0.0284647210722925,0.10244788263267388,0.10244788263267388,3.5991177420107037,False,flag,gender,1.5,42,confounded_datasets/flag/gender_beta1.5_seed42.csv,0.0255526400898314,3145,,,,,,,1676.0,0.9994036970781157,0.06068654703823942,
naive,0.0025581520535458147,0.036239440547027414,-0.06847115141862792,0.07358745552571955,1754.0,1394.0,0.0284647210722925,-0.025906569018746686,0.025906569018746686,-0.9101290314052677,True,flag,gender,2.0,42,confounded_datasets/flag/gender_beta2.0_seed42.csv,0.0255526400898314,3148,,,,,,,,,,
ipw,0.07269449121649396,0.05338452614674494,-0.03193918003112611,0.17732816246411404,,,0.0284647210722925,0.04422977014420146,0.04422977014420146,1.5538451977755237,True,flag,gender,2.0,42,confounded_datasets/flag/gender_beta2.0_seed42.csv,0.0255526400898314,3148,0.5571787067827564,0.34991525645361304,0.05144994926334189,0.8144792688683012,3148.0,,,,,
outcome_regression,0.06041404814209711,0.0382715550379954,-0.014598199732373862,0.13542629601656808,,,0.0284647210722925,0.031949327069804606,0.031949327069804606,1.122418413609681,True,flag,gender,2.0,42,confounded_datasets/flag/gender_beta2.0_seed42.csv,0.0255526400898314,3148,,,,,3148.0,0.41690159769745794,,,,
aipw,0.05086179536321156,0.045238868692549776,-0.037806387274186004,0.13952997800060912,,,0.0284647210722925,0.02239707429091906,0.02239707429091906,0.7868362466660642,True,flag,gender,2.0,42,confounded_datasets/flag/gender_beta2.0_seed42.csv,0.0255526400898314,3148,0.5571787067827564,0.34991525645361304,,,3148.0,,,,,
psm,-0.029327954798576084,0.033816424785594386,-0.09560814737834109,0.03695223778118892,1754.0,1394.0,0.0284647210722925,-0.05779267587086859,0.05779267587086859,-2.030326442479138,True,flag,gender,2.0,42,confounded_datasets/flag/gender_beta2.0_seed42.csv,0.0255526400898314,3148,,,,,,,1753.0,0.999429874572406,0.06998305129072262,
naive,-0.07016417596901148,0.03652844097257987,-0.14175992027526801,0.0014315683372450733,1581.0,1544.0,0.0284647210722925,-0.09862889704130398,0.09862889704130398,-3.464952169768814,False,flag,polideo,0.1,42,confounded_datasets/flag/polideo_beta0.1_seed42.csv,0.0255526400898314,3125,,,,,,,,,,
ipw,0.013400603902310682,0.03488412635351172,-0.054972283750572296,0.08177349155519366,,,0.0284647210722925,-0.015064117169981819,0.015064117169981819,-0.5292206142376431,True,flag,polideo,0.1,42,confounded_datasets/flag/polideo_beta0.1_seed42.csv,0.0255526400898314,3125,0.505920465232347,0.03124565434960816,0.43593366097035813,0.5821569516795745,3125.0,,,,,
outcome_regression,0.01357338172448934,0.022991596079306738,-0.03149014659095187,0.058636910039930545,,,0.0284647210722925,-0.01489133934780316,0.01489133934780316,-0.5231507208513755,True,flag,polideo,0.1,42,confounded_datasets/flag/polideo_beta0.1_seed42.csv,0.0255526400898314,3125,,,,,3125.0,0.4392685267886396,,,,
aipw,0.013525090310056352,0.02744408815155114,-0.04026532246698388,0.06731550308709658,,,0.0284647210722925,-0.014939630762236148,0.014939630762236148,-0.5248472565142525,True,flag,polideo,0.1,42,confounded_datasets/flag/polideo_beta0.1_seed42.csv,0.0255526400898314,3125,0.505920465232347,0.03124565434960816,,,3125.0,,,,,
psm,-0.0015963374597149915,0.03705345681907703,-0.07422111282510596,0.07102843790567598,1581.0,1544.0,0.0284647210722925,-0.030061058532007492,0.030061058532007492,-1.0560812612799098,True,flag,polideo,0.1,42,confounded_datasets/flag/polideo_beta0.1_seed42.csv,0.0255526400898314,3125,,,,,,,1581.0,1.0,0.0062491308699216324,
naive,-0.17472705272005307,0.036084451224915014,-0.24545257712088647,-0.10400152831921965,1590.0,1550.0,0.0284647210722925,-0.20319177379234557,0.20319177379234557,-7.138372207347291,False,flag,polideo,0.25,42,confounded_datasets/flag/polideo_beta0.25_seed42.csv,0.0255526400898314,3140,,,,,,,,,,
ipw,0.0025418976677409333,0.03404095706887469,-0.06417837818725346,0.06926217352273532,,,0.0284647210722925,-0.025922823404551567,0.025922823404551567,-0.9107000675929612,True,flag,polideo,0.25,42,confounded_datasets/flag/polideo_beta0.25_seed42.csv,0.0255526400898314,3140,0.5063672847953801,0.06615739554091431,0.35883834552256644,0.6192941415163234,3140.0,,,,,
outcome_regression,0.002656627705344353,0.024675070749638275,-0.045706510963946664,0.05101976637463537,,,0.0284647210722925,-0.025808093366948146,0.025808093366948146,-0.9066694629258001,True,flag,polideo,0.25,42,confounded_datasets/flag/polideo_beta0.25_seed42.csv,0.0255526400898314,3140,,,,,3140.0,0.43665690955954073,,,,
aipw,0.002731334997668351,0.02754180016658823,-0.05125059332884458,0.056713263324181286,,,0.0284647210722925,-0.02573338607462415,0.02573338607462415,-0.9040449055962462,True,flag,polideo,0.25,42,confounded_datasets/flag/polideo_beta0.25_seed42.csv,0.0255526400898314,3140,0.5063672847953801,0.06615739554091431,,,3140.0,,,,,
psm,-0.05496406109613572,0.036165690303003754,-0.12584881409002308,0.015920691897751638,1590.0,1550.0,0.0284647210722925,-0.08342878216842822,0.08342878216842822,-2.9309537921183995,False,flag,polideo,0.25,42,confounded_datasets/flag/polideo_beta0.25_seed42.csv,0.0255526400898314,3140,,,,,,,1590.0,1.0,0.013231479108182863,
naive,-0.32299137103584385,0.03567176950616477,-0.39290803926792683,-0.2530747028037609,1582.0,1534.0,0.0284647210722925,-0.35145609210813633,0.35145609210813633,-12.347076622164513,False,flag,polideo,0.5,42,confounded_datasets/flag/polideo_beta0.5_seed42.csv,0.0255526400898314,3116,,,,,,,,,,
ipw,0.002896262343563105,0.03690618651904062,-0.0694398632337565,0.07523238792088272,,,0.0284647210722925,-0.025568458728729395,0.025568458728729395,-0.8982508089150988,True,flag,polideo,0.5,42,confounded_datasets/flag/polideo_beta0.5_seed42.csv,0.0255526400898314,3116,0.5077047586353595,0.12292122265483534,0.2483839375517157,0.7108771222410069,3116.0,,,,,
outcome_regression,0.0017259668871352153,0.02864930327297253,-0.054426667527890944,0.057878601302161374,,,0.0284647210722925,-0.026738754185157285,0.026738754185157285,-0.9393647005093871,True,flag,polideo,0.5,42,confounded_datasets/flag/polideo_beta0.5_seed42.csv,0.0255526400898314,3116,,,,,3116.0,0.4322137448294019,,,,
aipw,0.0022310484157706157,0.028725183357651483,-0.054070310965226284,0.05853240779676752,,,0.0284647210722925,-0.026233672656521885,0.026233672656521885,-0.9216205769203089,True,flag,polideo,0.5,42,confounded_datasets/flag/polideo_beta0.5_seed42.csv,0.0255526400898314,3116,0.5077047586353595,0.12292122265483534,,,3116.0,,,,,
psm,-0.021356330142676683,0.03495839348086523,-0.08987478136517253,0.047162121079819166,1582.0,1534.0,0.0284647210722925,-0.049821051214969186,0.049821051214969186,-1.7502736488594963,True,flag,polideo,0.5,42,confounded_datasets/flag/polideo_beta0.5_seed42.csv,0.0255526400898314,3116,,,,,,,1582.0,1.0,0.024584244530967067,
naive,-0.453905961527727,0.03483868406883072,-0.5221897823026352,-0.38562214075281875,1591.0,1526.0,0.0284647210722925,-0.4823706826000195,0.4823706826000195,-16.94626416239708,False,flag,polideo,0.75,42,confounded_datasets/flag/polideo_beta0.75_seed42.csv,0.0255526400898314,3117,,,,,,,,,,
ipw,0.007621595219212907,0.04160784474461921,-0.07392978048024075,0.08917297091866656,,,0.0284647210722925,-0.020843125853079594,0.020843125853079594,-0.7322441628759977,True,flag,polideo,0.75,42,confounded_datasets/flag/polideo_beta0.75_seed42.csv,0.0255526400898314,3117,0.510441350815475,0.1770332492105663,0.15017899620254982,0.7921139421043724,3117.0,,,,,
outcome_regression,0.0034940847127523573,0.03160369628607638,-0.05844916000795734,0.06543732943346206,,,0.0284647210722925,-0.02497063635954014,0.02497063635954014,-0.8772485876858462,True,flag,polideo,0.75,42,confounded_datasets/flag/polideo_beta0.75_seed42.csv,0.0255526400898314,3117,,,,,3117.0,0.42111732002394076,,,,
aipw,0.003950012790910991,0.03118846998632141,-0.05717938838227897,0.06507941396410095,,,0.0284647210722925,-0.024514708281381508,0.024514708281381508,-0.8612312841260923,True,flag,polideo,0.75,42,confounded_datasets/flag/polideo_beta0.75_seed42.csv,0.0255526400898314,3117,0.510441350815475,0.1770332492105663,,,3117.0,,,,,
psm,0.0701482479784361,0.03203319223484711,0.007363191198135777,0.13293330475873644,1591.0,1526.0,0.0284647210722925,0.0416835269061436,0.0416835269061436,1.464392600239398,True,flag,polideo,0.75,42,confounded_datasets/flag/polideo_beta0.75_seed42.csv,0.0255526400898314,3117,,,,,,,1590.0,0.9993714644877436,0.03540664984211326,
naive,-0.563607427520914,0.03399411107904442,-0.6302358852358411,-0.49697896980598694,1601.0,1528.0,0.0284647210722925,-0.5920721485932064,0.5920721485932064,-20.80020904085121,False,flag,polideo,1.0,42,confounded_datasets/flag/polideo_beta1.0_seed42.csv,0.0255526400898314,3129,,,,,,,,,,
ipw,-0.00525499344307212,0.04475886681238775,-0.0929823723953521,0.08247238550920787,,,0.0284647210722925,-0.033719714515364624,0.033719714515364624,-1.1846142609205934,True,flag,polideo,1.0,42,confounded_datasets/flag/polideo_beta1.0_seed42.csv,0.0255526400898314,3129,0.5116792128602141,0.2212152920432474,0.09028983447113072,0.8651807101541584,3129.0,,,,,
outcome_regression,-0.003306985283398261,0.0281218242668983,-0.058425760846518925,0.0518117902797224,,,0.0284647210722925,-0.03177170635569076,0.03177170635569076,-1.1161783835857528,True,flag,polideo,1.0,42,confounded_datasets/flag/polideo_beta1.0_seed42.csv,0.0255526400898314,3129,,,,,3129.0,0.41342828956744804,,,,
aipw,-0.008788645668781648,0.03418943888403586,-0.07579994588149194,0.058222654543928644,,,0.0284647210722925,-0.03725336674107415,0.03725336674107415,-1.308755727711539,True,flag,polideo,1.0,42,confounded_datasets/flag/polideo_beta1.0_seed42.csv,0.0255526400898314,3129,0.5116792128602141,0.2212152920432474,,,3129.0,,,,,
psm,0.0751450892857135,0.031649145650092136,0.013112763811532924,0.1371774147598941,1601.0,1528.0,0.0284647210722925,0.046680368213421,0.046680368213421,1.6399376651141533,True,flag,polideo,1.0,42,confounded_datasets/flag/polideo_beta1.0_seed42.csv,0.0255526400898314,3129,,,,,,,1600.0,0.9993753903810119,0.044243058408649484,
naive,-0.7116126309610618,0.033034671506913166,-0.7763605871146115,-0.646864674807512,1603.0,1516.0,0.0284647210722925,-0.7400773520333542,0.7400773520333542,-25.999810437409977,False,flag,polideo,1.5,42,confounded_datasets/flag/polideo_beta1.5_seed42.csv,0.0255526400898314,3119,,,,,,,,,,
ipw,-0.03903144662778857,0.055061330868272244,-0.14695165512960218,0.06888876187402503,,,0.0284647210722925,-0.06749616770008107,0.06749616770008107,-2.3712218197627695,True,flag,polideo,1.5,42,confounded_datasets/flag/polideo_beta1.5_seed42.csv,0.0255526400898314,3119,0.5139423505569221,0.2833365678756298,0.03177915222611576,0.937003324379218,3119.0,,,,,
outcome_regression,-0.0038443711356710647,0.03387299726496758,-0.07023544577500752,0.06254670350366538,,,0.0284647210722925,-0.03230909220796357,0.03230909220796357,-1.1350573970462394,True,flag,polideo,1.5,42,confounded_datasets/flag/polideo_beta1.5_seed42.csv,0.0255526400898314,3119,,,,,3119.0,0.4118541443270006,,,,
aipw,-0.03784731607607953,0.043107573434658555,-0.12233816000801029,0.046643527855851234,,,0.0284647210722925,-0.06631203714837203,0.06631203714837203,-2.329621884576274,True,flag,polideo,1.5,42,confounded_datasets/flag/polideo_beta1.5_seed42.csv,0.0255526400898314,3119,0.5139423505569221,0.2833365678756298,,,3119.0,,,,,
psm,0.01966292134831482,0.03061736135169005,-0.04034710690099768,0.07967294959762733,1603.0,1516.0,0.0284647210722925,-0.008801799723977679,0.008801799723977679,-0.3092178455437363,True,flag,polideo,1.5,42,confounded_datasets/flag/polideo_beta1.5_seed42.csv,0.0255526400898314,3119,,,,,,,1602.0,0.9993761696818465,0.05666731357512596,
naive,-0.796622654058611,0.03251572063705701,-0.8603534665072428,-0.7328918416099792,1592.0,1518.0,0.0284647210722925,-0.8250873751309035,0.8250873751309035,-28.98631513147135,False,flag,polideo,2.0,42,confounded_datasets/flag/polideo_beta2.0_seed42.csv,0.0255526400898314,3110,,,,,,,,,,
ipw,-0.07714960694430362,0.07732043649706523,-0.22869766247855147,0.07439844858994424,,,0.0284647210722925,-0.10561432801659612,0.10561432801659612,-3.710358789336632,True,flag,polideo,2.0,42,confounded_datasets/flag/polideo_beta2.0_seed42.csv,0.0255526400898314,3110,0.5118380085832003,0.3242294699106899,0.01,0.9705456914137122,3110.0,,,,,
outcome_regression,0.011805723970251107,0.03516884389734905,-0.05712521006855302,0.08073665800905523,,,0.0284647210722925,-0.01665899710204139,0.01665899710204139,-0.5852506708122014,True,flag,polideo,2.0,42,confounded_datasets/flag/polideo_beta2.0_seed42.csv,0.0255526400898314,3110,,,,,3110.0,0.4121958353877444,,,,
aipw,-0.08276454410536942,0.06760211218299485,-0.2152646839840393,0.04973559577330049,,,0.0284647210722925,-0.11122926517766192,0.11122926517766192,-3.907618307418872,True,flag,polideo,2.0,42,confounded_datasets/flag/polideo_beta2.0_seed42.csv,0.0255526400898314,3110,0.5118380085832003,0.3242294699106899,,,3110.0,,,,,
psm,0.09118135319454401,0.029392100372554457,0.03357283646433728,0.14878986992475074,1592.0,1518.0,0.0284647210722925,0.06271663212225151,0.06271663212225151,2.203310967389023,False,flag,polideo,2.0,42,confounded_datasets/flag/polideo_beta2.0_seed42.csv,0.0255526400898314,3110,,,,,,,1592.0,1.0,0.06484592985229497,
naive,-0.048602208098120325,0.035974536818863374,-0.11911230026309254,0.021907884066851888,1570.0,1608.0,0.0284647210722925,-0.07706692917041283,0.07706692917041283,-2.707454219371558,False,flag,age,0.1,42,confounded_datasets/flag/age_beta0.1_seed42.csv,0.0255526400898314,3178,,,,,,,,,,
ipw,-0.02132814123361859,0.03638015229834373,-0.0926332397383723,0.04997695727113512,,,0.0284647210722925,-0.049792862305911095,0.049792862305911095,-1.7492833384683808,True,flag,age,0.1,42,confounded_datasets/flag/age_beta0.1_seed42.csv,0.0255526400898314,3178,0.4940298565900043,0.03601092304532526,0.4491224412418781,0.6672322523854924,3178.0,,,,,
outcome_regression,-0.020532828373907894,0.030152537295199563,-0.07963180147249904,0.03856614472468325,,,0.0284647210722925,-0.0489975494462004,0.0489975494462004,-1.7213430379928967,True,flag,age,0.1,42,confounded_datasets/flag/age_beta0.1_seed42.csv,0.0255526400898314,3178,,,,,3178.0,0.44749477884364086,,,,
aipw,-0.021208634618103007,0.02687354280514369,-0.07388077851618464,0.031463509279978624,,,0.0284647210722925,-0.04967335569039551,0.04967335569039551,-1.7450849268552098,True,flag,age,0.1,42,confounded_datasets/flag/age_beta0.1_seed42.csv,0.0255526400898314,3178,0.4940298565900043,0.03601092304532526,,,3178.0,,,,,
psm,-0.015315335822028153,0.03566351229505372,-0.08521581992033345,0.05458514827627714,1570.0,1608.0,0.0284647210722925,-0.04378005689432066,0.04378005689432066,-1.5380462286326801,True,flag,age,0.1,42,confounded_datasets/flag/age_beta0.1_seed42.csv,0.0255526400898314,3178,,,,,,,1569.0,0.9993630573248408,0.007202184609065052,
naive,-0.04513438866753505,0.03577779773414732,-0.11525887222646379,0.024990094891393685,1595.0,1613.0,0.0284647210722925,-0.07359910973982756,0.07359910973982756,-2.585625538114574,False,flag,age,0.25,42,confounded_datasets/flag/age_beta0.25_seed42.csv,0.0255526400898314,3208,,,,,,,,,,
ipw,-0.017003651465576475,0.03989309702653431,-0.09519412163758373,0.06118681870643078,,,0.0284647210722925,-0.04546837253786898,0.04546837253786898,-1.5973587945018648,True,flag,age,0.25,42,confounded_datasets/flag/age_beta0.25_seed42.csv,0.0255526400898314,3208,0.4971942919501452,0.0756141370939593,0.40701650365407255,0.8195077440826996,3208.0,,,,,
outcome_regression,-0.012806134679636082,0.029010266495462116,-0.06966625701074183,0.044053987651469666,,,0.0284647210722925,-0.041270855751928584,0.041270855751928584,-1.4498949646164476,True,flag,age,0.25,42,confounded_datasets/flag/age_beta0.25_seed42.csv,0.0255526400898314,3208,,,,,3208.0,0.44573582896453046,,,,
aipw,-0.01673552901809913,0.027238735834218493,-0.07012345125316738,0.036652393216969115,,,0.0284647210722925,-0.04520025009039163,0.04520025009039163,-1.5879393293753177,True,flag,age,0.25,42,confounded_datasets/flag/age_beta0.25_seed42.csv,0.0255526400898314,3208,0.4971942919501452,0.0756141370939593,,,3208.0,,,,,
psm,0.08259162695915379,0.035698380904965105,0.012622800385422184,0.1525604535328854,1595.0,1613.0,0.0284647210722925,0.05412690588686128,0.05412690588686128,1.9015435194110615,True,flag,age,0.25,42,confounded_datasets/flag/age_beta0.25_seed42.csv,0.0255526400898314,3208,,,,,,,1589.0,0.9962382445141066,0.01512282741879186,
naive,-0.04609664274298497,0.03556200981615541,-0.11579818198264959,0.023604896496679642,1599.0,1638.0,0.0284647210722925,-0.07456136381527748,0.07456136381527748,-2.6194306849490037,False,flag,age,0.5,42,confounded_datasets/flag/age_beta0.5_seed42.csv,0.0255526400898314,3237,,,,,,,,,,
ipw,-0.022296518437217028,0.03317044452831417,-0.0873105897127128,0.042717552838278744,,,0.0284647210722925,-0.05076123950950953,0.05076123950950953,-1.783303598183522,True,flag,age,0.5,42,confounded_datasets/flag/age_beta0.5_seed42.csv,0.0255526400898314,3237,0.49395512480337983,0.12446655974354844,0.33283479495750623,0.9455389748724713,3237.0,,,,,
outcome_regression,-0.00919703751692197,0.024988345775855018,-0.0581741952375978,0.03978012020375386,,,0.0284647210722925,-0.03766175858921447,0.03766175858921447,-1.323103026148194,True,flag,age,0.5,42,confounded_datasets/flag/age_beta0.5_seed42.csv,0.0255526400898314,3237,,,,,3237.0,0.44525674823445294,,,,
aipw,-0.019166896303178645,0.02836368261544232,-0.07475971422944559,0.0364259216230883,,,0.0284647210722925,-0.04763161737547114,0.04763161737547114,-1.6733561960610834,True,flag,age,0.5,42,confounded_datasets/flag/age_beta0.5_seed42.csv,0.0255526400898314,3237,0.49395512480337983,0.12446655974354844,,,3237.0,,,,,
psm,-0.0664670076573346,0.03706425425639016,-0.1391129459998593,0.006178930685190112,1599.0,1638.0,0.0284647210722925,-0.0949317287296271,0.0949317287296271,-3.3350661855609554,False,flag,age,0.5,42,confounded_datasets/flag/age_beta0.5_seed42.csv,0.0255526400898314,3237,,,,,,,1592.0,0.9956222639149468,0.02489331194870969,
naive,-0.0646544894344272,0.035522619376367644,-0.13427882341210778,0.004969844543253388,1582.0,1692.0,0.0284647210722925,-0.0931192105067197,0.0931192105067197,-3.2713902332021005,False,flag,age,0.75,42,confounded_datasets/flag/age_beta0.75_seed42.csv,0.0255526400898314,3274,,,,,,,,,,
ipw,-0.025297522410627327,0.04228863666905519,-0.1081832502819755,0.05758820546072084,,,0.0284647210722925,-0.05376224348291983,0.05376224348291983,-1.8887324891179729,True,flag,age,0.75,42,confounded_datasets/flag/age_beta0.75_seed42.csv,0.0255526400898314,3274,0.4831413435579625,0.16019443753741444,0.27345919149558084,0.9805260785750344,3274.0,,,,,
outcome_regression,-0.002632190333523211,0.02781076634155294,-0.057141292362966965,0.05187691169592055,,,0.0284647210722925,-0.031096911405815712,0.031096911405815712,-1.092472022713245,True,flag,age,0.75,42,confounded_datasets/flag/age_beta0.75_seed42.csv,0.0255526400898314,3274,,,,,3274.0,0.452298301755913,,,,
aipw,-0.016438293853683672,0.029902436673102818,-0.0750470697329652,0.04217048202559785,,,0.0284647210722925,-0.044903014925976176,0.044903014925976176,-1.57749709937206,True,flag,age,0.75,42,confounded_datasets/flag/age_beta0.75_seed42.csv,0.0255526400898314,3274,0.4831413435579625,0.16019443753741444,,,3274.0,,,,,
psm,-0.0135157620862838,0.037552800622163075,-0.08711925130572343,0.06008772713315583,1582.0,1692.0,0.0284647210722925,-0.041980483158576304,0.041980483158576304,-1.474825031728135,True,flag,age,0.75,42,confounded_datasets/flag/age_beta0.75_seed42.csv,0.0255526400898314,3274,,,,,,,1574.0,0.9949431099873578,0.03203888750748289,
naive,-0.060427099244432014,0.03580720828554178,-0.1306092274840939,0.00975502899522987,1568.0,1714.0,0.0284647210722925,-0.08889182031672452,0.08889182031672452,-3.1228769145836326,False,flag,age,1.0,42,confounded_datasets/flag/age_beta1.0_seed42.csv,0.0255526400898314,3282,,,,,,,,,,
ipw,-0.04258091340514847,0.05410663084320952,-0.14862990985783914,0.06346808304754219,,,0.0284647210722925,-0.07104563447744097,0.07104563447744097,-2.495918870836807,True,flag,age,1.0,42,confounded_datasets/flag/age_beta1.0_seed42.csv,0.0255526400898314,3282,0.47775937750169756,0.19406033050070617,0.2097838909161402,0.99,3282.0,,,,,
outcome_regression,0.008519645924779726,0.028996551777492257,-0.048313595559105096,0.06535288740866455,,,0.0284647210722925,-0.019945075147512772,0.019945075147512772,-0.7006945579005609,True,flag,age,1.0,42,confounded_datasets/flag/age_beta1.0_seed42.csv,0.0255526400898314,3282,,,,,3282.0,0.4563805522232446,,,,
aipw,-0.02649834738936847,0.03712451628384326,-0.09926239930570126,0.04626570452696431,,,0.0284647210722925,-0.05496306846166097,0.05496306846166097,-1.9309189196714773,True,flag,age,1.0,42,confounded_datasets/flag/age_beta1.0_seed42.csv,0.0255526400898314,3282,0.47775937750169756,0.19406033050070617,,,3282.0,,,,,
psm,-0.1398202137998057,0.036918246715262656,-0.2121799773617205,-0.06746045023789089,1568.0,1714.0,0.0284647210722925,-0.1682849348720982,0.1682849348720982,-5.9120528335654905,False,flag,age,1.0,42,confounded_datasets/flag/age_beta1.0_seed42.csv,0.0255526400898314,3282,,,,,,,1568.0,1.0,0.038813811616169445,
naive,-0.07852569500390105,0.036415526401676786,-0.14990012675118755,-0.007151263256614554,1465.0,1766.0,0.0284647210722925,-0.10699041607619356,0.10699041607619356,-3.7587024234127417,False,flag,age,1.5,42,confounded_datasets/flag/age_beta1.5_seed42.csv,0.0255526400898314,3231,,,,,,,,,,
ipw,-0.09795044064025804,0.06977619409913333,-0.23471178107455937,0.038810899794043285,,,0.0284647210722925,-0.12641516171255054,0.12641516171255054,-4.441117177698354,True,flag,age,1.5,42,confounded_datasets/flag/age_beta1.5_seed42.csv,0.0255526400898314,3231,0.45330143885607915,0.24515905569809548,0.12443276171171941,0.99,3231.0,,,,,
outcome_regression,0.024188841715623865,0.027350552689271133,-0.029418241555347554,0.07779592498659528,,,0.0284647210722925,-0.004275879356668635,0.004275879356668635,-0.15021680155618203,True,flag,age,1.5,42,confounded_datasets/flag/age_beta1.5_seed42.csv,0.0255526400898314,3231,,,,,3231.0,0.455518361014174,,,,
aipw,-0.029598165104965733,0.05383493213320412,-0.13511463208604582,0.07591830187611434,,,0.0284647210722925,-0.05806288617725823,0.05806288617725823,-2.039819256608719,True,flag,age,1.5,42,confounded_datasets/flag/age_beta1.5_seed42.csv,0.0255526400898314,3231,0.45330143885607915,0.24515905569809548,,,3231.0,,,,,
psm,-0.21393629124004532,0.03839873066445563,-0.2891978033423783,-0.13867477913771228,1465.0,1766.0,0.0284647210722925,-0.24240101231233782,0.24240101231233782,-8.515840070826847,False,flag,age,1.5,42,confounded_datasets/flag/age_beta1.5_seed42.csv,0.0255526400898314,3231,,,,,,,1465.0,1.0,0.049077387300492874,
naive,-0.0951612489516167,0.036692774754501646,-0.16707908747043992,-0.023243410432793488,1378.0,1841.0,0.0284647210722925,-0.12362597002390921,0.12362597002390921,-4.343129507924337,False,flag,age,2.0,42,confounded_datasets/flag/age_beta2.0_seed42.csv,0.0255526400898314,3219,,,,,,,,,,
ipw,-0.01569910599281865,0.0514480648619,-0.11653731312214265,0.08513910113650534,,,0.0284647210722925,-0.044163827065111155,0.044163827065111155,-1.5515285378327537,True,flag,age,2.0,42,confounded_datasets/flag/age_beta2.0_seed42.csv,0.0255526400898314,3219,0.4277828092977611,0.28013577987194005,0.07484340738202835,0.99,3219.0,,,,,
outcome_regression,0.0304919971389032,0.026750266699129124,-0.021938525591389882,0.08292251986919628,,,0.0284647210722925,0.002027276066610701,0.002027276066610701,0.07122065455909377,True,flag,age,2.0,42,confounded_datasets/flag/age_beta2.0_seed42.csv,0.0255526400898314,3219,,,,,3219.0,0.4485106142069487,,,,
aipw,0.051772190332982165,0.04137574893836897,-0.029324277586221012,0.13286865825218536,,,0.0284647210722925,0.023307469260689665,0.023307469260689665,0.8188195205389561,True,flag,age,2.0,42,confounded_datasets/flag/age_beta2.0_seed42.csv,0.0255526400898314,3219,0.4277828092977611,0.28013577987194005,,,3219.0,,,,,
